id,pos,CLASS_STAR,PSF_e1,PSF_e2,scalelength,model_flux,MAG_u,MAG_g,MAG_r,MAG_i,MAG_z
W2p1p2_173609,134.1612391999998 -1.9742479859999933,0.0538558,-2.0E-4,-0.003,1.2711,6.9,24.8403,23.8874,23.6899,23.6647,23.2685
